invoice_id,issued_date,due_date,paid_date,amount,currency,supplier_id,status,payment_terms_days,cash_discount_percent,cash_discount_days
EK-2026-1036,2026-02-22,2026-03-24,2026-03-25,8205.55,EUR,SUP-002,paid,30,,
EK-2026-1037,2026-02-28,2026-03-30,2026-03-30,8926.77,EUR,SUP-003,paid,30,,
EK-2026-1038,2026-03-04,2026-04-03,2026-03-31,16610.50,EUR,SUP-004,paid,30,,
EK-2026-1039,2026-03-03,2026-04-02,2026-04-01,10346.57,EUR,SUP-005,paid,30,2,10
EK-2026-1040,2026-03-08,2026-04-07,2026-04-06,12952.50,EUR,SUP-001,paid,30,2,10
EK-2026-1041,2026-03-10,2026-04-09,2026-04-07,10355.89,EUR,SUP-002,paid,30,,
EK-2026-1042,2026-03-09,2026-04-08,2026-04-08,12979.41,EUR,SUP-003,paid,30,,
EK-2026-1043,2026-03-16,2026-04-15,2026-04-13,12148.85,EUR,SUP-004,paid,30,,
EK-2026-1044,2026-03-17,2026-04-16,2026-04-14,9542.10,EUR,SUP-005,paid,30,2,10
EK-2026-1045,2026-03-18,2026-04-17,2026-04-15,10973.38,EUR,SUP-001,paid,30,2,10
EK-2026-1046,2026-03-20,2026-04-19,2026-04-20,12699.99,EUR,SUP-002,paid,30,,
EK-2026-1047,2026-03-23,2026-04-22,2026-04-21,9851.91,EUR,SUP-003,paid,30,,
EK-2026-1048,2026-03-24,2026-04-23,2026-04-22,10608.23,EUR,SUP-004,paid,30,,
EK-2026-1049,2026-03-28,2026-04-27,2026-04-27,8475.58,EUR,SUP-005,paid,30,2,10
EK-2026-1050,2026-03-30,2026-04-29,2026-04-28,12464.16,EUR,SUP-001,paid,30,2,10
EK-2026-1051,2026-03-29,2026-04-28,2026-04-29,12740.49,EUR,SUP-002,paid,30,,
EK-2026-1052,2026-04-05,2026-05-05,2026-05-04,8431.67,EUR,SUP-003,paid,30,,
EK-2026-1053,2026-04-05,2026-05-05,2026-05-05,11105.40,EUR,SUP-004,paid,30,,
EK-2026-1054,2026-04-08,2026-05-08,2026-05-06,10882.07,EUR,SUP-005,paid,30,2,10
EK-2026-1055,2026-04-13,2026-05-13,2026-05-11,11244.44,EUR,SUP-001,paid,30,2,10
EK-2026-1056,2026-04-12,2026-05-12,2026-05-12,6904.05,EUR,SUP-002,paid,30,,
EK-2026-1057,2026-04-13,2026-05-13,2026-05-13,12936.64,EUR,SUP-003,paid,30,,
EK-2026-1058,2026-04-17,2026-05-17,2026-05-18,9350.06,EUR,SUP-004,paid,30,,
EK-2026-1059,2026-04-18,2026-05-18,2026-05-19,12126.27,EUR,SUP-005,paid,30,2,10
EK-2026-1060,2026-04-23,2026-05-23,2026-05-20,10335.13,EUR,SUP-001,paid,30,2,10
EK-2026-1061,2026-04-25,2026-05-25,2026-05-25,7720.60,EUR,SUP-002,paid,30,,
EK-2026-1062,2026-04-29,2026-05-29,2026-05-26,8991.77,EUR,SUP-003,paid,30,,
EK-2026-1063,2026-04-28,2026-05-28,2026-05-27,7399.75,EUR,SUP-004,paid,30,,
EK-2026-1064,2026-05-03,2026-06-02,2026-06-01,10112.17,EUR,SUP-005,paid,30,2,10
EK-2026-1065,2026-05-05,2026-06-04,2026-06-02,10940.90,EUR,SUP-001,paid,30,2,10
EK-2026-1066,2026-05-04,2026-06-03,2026-06-03,8763.16,EUR,SUP-002,paid,30,,
EK-2026-1067,2026-05-11,2026-06-10,2026-06-08,10890.35,EUR,SUP-003,paid,30,,
EK-2026-1068,2026-05-12,2026-06-11,2026-06-09,11166.56,EUR,SUP-004,paid,30,,
EK-2026-1069,2026-05-13,2026-06-12,2026-06-10,8753.03,EUR,SUP-005,paid,30,2,10
EK-2026-1070,2026-05-15,2026-06-14,2026-06-15,9297.01,EUR,SUP-001,paid,30,2,10
EK-2026-1071,2026-05-18,2026-06-17,2026-06-16,9013.75,EUR,SUP-002,paid,30,,
EK-2026-1072,2026-05-19,2026-06-18,2026-06-17,13591.51,EUR,SUP-003,paid,30,,
EK-2026-1073,2026-05-23,2026-06-22,2026-06-22,9264.80,EUR,SUP-004,paid,30,,
EK-2026-1074,2026-05-25,2026-06-24,2026-06-23,8507.83,EUR,SUP-005,paid,30,2,10
EK-2026-1075,2026-05-24,2026-06-23,2026-06-24,11628.18,EUR,SUP-001,paid,30,2,10
EK-2026-1076,2026-05-31,2026-06-30,2026-06-29,8949.78,EUR,SUP-002,paid,30,,
EK-2026-1077,2026-05-31,2026-06-30,2026-06-30,7918.02,EUR,SUP-003,paid,30,,
EK-2026-1078,2026-06-03,2026-07-03,2026-07-01,10019.61,EUR,SUP-004,paid,30,,
EK-2026-1079,2026-06-08,2026-07-08,2026-07-06,13562.26,EUR,SUP-005,paid,30,2,10
EK-2026-1080,2026-06-07,2026-07-07,2026-07-07,11677.20,EUR,SUP-001,paid,30,2,10
EK-2026-1081,2026-06-08,2026-07-08,2026-07-08,6844.64,EUR,SUP-002,paid,30,,
EK-2026-1082,2026-06-12,2026-07-12,2026-07-13,9725.76,EUR,SUP-003,paid,30,,
EK-2026-1083,2026-06-13,2026-07-13,2026-07-14,14984.93,EUR,SUP-004,paid,30,,
EK-2026-1084,2026-06-18,2026-07-18,2026-07-15,8884.42,EUR,SUP-005,paid,30,2,10
EK-2026-1085,2026-06-20,2026-07-20,2026-07-20,12316.19,EUR,SUP-001,paid,30,2,10
EK-2026-1086,2026-06-24,2026-07-24,2026-07-21,8814.39,EUR,SUP-002,paid,30,,
EK-2026-1087,2026-06-23,2026-07-23,2026-07-22,10210.79,EUR,SUP-003,paid,30,,
EK-2026-1088,2026-06-28,2026-07-28,2026-07-27,13267.87,EUR,SUP-004,paid,30,,
EK-2026-1089,2026-06-30,2026-07-30,2026-07-28,9511.84,EUR,SUP-005,paid,30,2,10
EK-2026-1090,2026-06-28,2026-07-28,2026-07-29,10236.75,EUR,SUP-001,paid,30,2,10
EK-2026-1091,2026-07-06,2026-08-05,2026-08-03,9121.32,EUR,SUP-002,paid,30,,
EK-2026-1092,2026-07-07,2026-08-06,2026-08-04,12731.52,EUR,SUP-003,paid,30,,
EK-2026-1093,2026-07-08,2026-08-07,2026-08-05,12945.21,EUR,SUP-004,paid,30,,
EK-2026-1094,2026-07-10,2026-08-09,2026-08-10,9380.02,EUR,SUP-005,paid,30,2,10
EK-2026-1095,2026-07-13,2026-08-12,2026-08-11,11761.88,EUR,SUP-001,paid,30,2,10
EK-2026-1096,2026-07-13,2026-08-12,2026-08-12,11430.50,EUR,SUP-002,paid,30,,
EK-2026-1097,2026-07-18,2026-08-17,2026-08-17,10606.90,EUR,SUP-003,paid,30,,
EK-2026-1098,2026-07-20,2026-08-19,2026-08-18,12319.86,EUR,SUP-004,paid,30,,
EK-2026-1099,2026-07-23,2026-08-22,2026-08-19,11539.09,EUR,SUP-005,paid,30,2,10
