rate_date,currency,rate_per_eur
2020-02-21,CHF,0.922787
2020-02-21,GBP,0.935883
2020-02-21,USD,1.150417
2020-02-24,CHF,0.920322
2020-02-24,GBP,0.936253
2020-02-24,USD,1.156459
2020-02-25,CHF,0.923708
2020-02-25,GBP,0.939373
2020-02-25,USD,1.151684
2020-02-26,CHF,0.923361
2020-02-26,GBP,0.938148
2020-02-26,USD,1.155694
2020-02-27,CHF,0.919728
2020-02-27,GBP,0.937184
2020-02-27,USD,1.163665
2020-02-28,CHF,0.921658
2020-02-28,GBP,0.936148
2020-02-28,USD,1.169604
2020-03-02,CHF,0.924812
2020-03-02,GBP,0.940009
2020-03-02,USD,1.163501
2020-03-03,CHF,0.922416
2020-03-03,GBP,0.939366
2020-03-03,USD,1.157878
2020-03-04,CHF,0.920661
2020-03-04,GBP,0.946748
2020-03-04,USD,1.148869
2020-03-05,CHF,0.919433
2020-03-05,GBP,0.949397
2020-03-05,USD,1.140434
2020-03-06,CHF,0.917642
2020-03-06,GBP,0.946454
2020-03-06,USD,1.152172
2020-03-09,CHF,0.919882
2020-03-09,GBP,0.947096
2020-03-09,USD,1.151508
2020-03-10,CHF,0.920257
2020-03-10,GBP,0.941910
2020-03-10,USD,1.150774
2020-03-11,CHF,0.918855
2020-03-11,GBP,0.944934
2020-03-11,USD,1.145685
2020-03-12,CHF,0.918116
2020-03-12,GBP,0.949987
2020-03-12,USD,1.146060
2020-03-13,CHF,0.915931
2020-03-13,GBP,0.940781
2020-03-13,USD,1.144385
2020-03-16,CHF,0.919238
2020-03-16,GBP,0.937441
2020-03-16,USD,1.138514
2020-03-17,CHF,0.917987
2020-03-17,GBP,0.933706
2020-03-17,USD,1.140996
2020-03-18,CHF,0.917633
2020-03-18,GBP,0.935246
2020-03-18,USD,1.136295
2020-03-19,CHF,0.917301
2020-03-19,GBP,0.940292
2020-03-19,USD,1.133760
2020-03-20,CHF,0.915430
2020-03-20,GBP,0.939514
2020-03-20,USD,1.127947
2020-03-23,CHF,0.914509
2020-03-23,GBP,0.938086
2020-03-23,USD,1.128726
2020-03-24,CHF,0.915653
2020-03-24,GBP,0.941595
2020-03-24,USD,1.134245
2020-03-25,CHF,0.914781
2020-03-25,GBP,0.940945
2020-03-25,USD,1.136248
2020-03-26,CHF,0.912999
2020-03-26,GBP,0.942807
2020-03-26,USD,1.137572
2020-03-27,CHF,0.914420
2020-03-27,GBP,0.938967
2020-03-27,USD,1.138316
2020-03-30,CHF,0.913769
2020-03-30,GBP,0.943006
2020-03-30,USD,1.141045
2020-03-31,CHF,0.915128
2020-03-31,GBP,0.944328
2020-03-31,USD,1.135858
2020-04-01,CHF,0.913508
2020-04-01,GBP,0.947170
2020-04-01,USD,1.141029
2020-04-02,CHF,0.912559
2020-04-02,GBP,0.944119
2020-04-02,USD,1.141388
2020-04-03,CHF,0.913834
2020-04-03,GBP,0.938891
2020-04-03,USD,1.153303
2020-04-06,CHF,0.914519
2020-04-06,GBP,0.936290
2020-04-06,USD,1.149681
2020-04-07,CHF,0.913100
2020-04-07,GBP,0.934787
2020-04-07,USD,1.151542
2020-04-08,CHF,0.911384
2020-04-08,GBP,0.935028
2020-04-08,USD,1.150380
2020-04-09,CHF,0.916121
2020-04-09,GBP,0.936320
2020-04-09,USD,1.163226
2020-04-10,CHF,0.916329
2020-04-10,GBP,0.930886
2020-04-10,USD,1.165615
2020-04-13,CHF,0.915713
2020-04-13,GBP,0.933120
2020-04-13,USD,1.168818
2020-04-14,CHF,0.915592
2020-04-14,GBP,0.932176
2020-04-14,USD,1.174615
2020-04-15,CHF,0.913435
2020-04-15,GBP,0.935396
2020-04-15,USD,1.174583
2020-04-16,CHF,0.912672
2020-04-16,GBP,0.941612
2020-04-16,USD,1.176912
2020-04-17,CHF,0.912122
2020-04-17,GBP,0.942559
2020-04-17,USD,1.192166
2020-04-20,CHF,0.914695
2020-04-20,GBP,0.941708
2020-04-20,USD,1.184768
2020-04-21,CHF,0.913415
2020-04-21,GBP,0.941060
2020-04-21,USD,1.187677
2020-04-22,CHF,0.912226
2020-04-22,GBP,0.943414
2020-04-22,USD,1.192248
2020-04-23,CHF,0.915288
2020-04-23,GBP,0.943489
2020-04-23,USD,1.196375
2020-04-24,CHF,0.913824
2020-04-24,GBP,0.941950
2020-04-24,USD,1.187740
2020-04-27,CHF,0.910518
2020-04-27,GBP,0.948620
2020-04-27,USD,1.188833
2020-04-28,CHF,0.909718
2020-04-28,GBP,0.942433
2020-04-28,USD,1.187019
2020-04-29,CHF,0.909254
2020-04-29,GBP,0.945706
2020-04-29,USD,1.183185
2020-04-30,CHF,0.910276
2020-04-30,GBP,0.948407
2020-04-30,USD,1.181707
2020-05-01,CHF,0.910297
2020-05-01,GBP,0.952041
2020-05-01,USD,1.188278
2020-05-04,CHF,0.909679
2020-05-04,GBP,0.947751
2020-05-04,USD,1.193304
2020-05-05,CHF,0.914588
2020-05-05,GBP,0.949298
2020-05-05,USD,1.190113
2020-05-06,CHF,0.916256
2020-05-06,GBP,0.950723
2020-05-06,USD,1.184252
2020-05-07,CHF,0.919543
2020-05-07,GBP,0.945919
2020-05-07,USD,1.172658
2020-05-08,CHF,0.920128
2020-05-08,GBP,0.942637
2020-05-08,USD,1.175966
2020-05-11,CHF,0.919303
2020-05-11,GBP,0.941483
2020-05-11,USD,1.170394
2020-05-12,CHF,0.921422
2020-05-12,GBP,0.948365
2020-05-12,USD,1.164928
2020-05-13,CHF,0.922277
2020-05-13,GBP,0.947421
2020-05-13,USD,1.158708
2020-05-14,CHF,0.917955
2020-05-14,GBP,0.948472
2020-05-14,USD,1.154953
2020-05-15,CHF,0.920062
2020-05-15,GBP,0.943241
2020-05-15,USD,1.161494
2020-05-18,CHF,0.919506
2020-05-18,GBP,0.946849
2020-05-18,USD,1.163638
2020-05-19,CHF,0.920080
2020-05-19,GBP,0.945038
2020-05-19,USD,1.166306
2020-05-20,CHF,0.921103
2020-05-20,GBP,0.949748
2020-05-20,USD,1.170578
2020-05-21,CHF,0.923501
2020-05-21,GBP,0.946689
2020-05-21,USD,1.165284
2020-05-22,CHF,0.921292
2020-05-22,GBP,0.947157
2020-05-22,USD,1.175860
2020-05-25,CHF,0.922374
2020-05-25,GBP,0.946947
2020-05-25,USD,1.172544
2020-05-26,CHF,0.923707
2020-05-26,GBP,0.944758
2020-05-26,USD,1.173906
2020-05-27,CHF,0.925131
2020-05-27,GBP,0.945099
2020-05-27,USD,1.178481
2020-05-28,CHF,0.924910
2020-05-28,GBP,0.948505
2020-05-28,USD,1.181119
2020-05-29,CHF,0.922196
2020-05-29,GBP,0.939877
2020-05-29,USD,1.180000
2020-06-01,CHF,0.921956
2020-06-01,GBP,0.940143
2020-06-01,USD,1.177394
2020-06-02,CHF,0.920605
2020-06-02,GBP,0.943106
2020-06-02,USD,1.179398
2020-06-03,CHF,0.920483
2020-06-03,GBP,0.941158
2020-06-03,USD,1.175997
2020-06-04,CHF,0.920678
2020-06-04,GBP,0.947218
2020-06-04,USD,1.169792
2020-06-05,CHF,0.919877
2020-06-05,GBP,0.948523
2020-06-05,USD,1.170166
2020-06-08,CHF,0.921138
2020-06-08,GBP,0.943708
2020-06-08,USD,1.168019
2020-06-09,CHF,0.923307
2020-06-09,GBP,0.942252
2020-06-09,USD,1.155274
2020-06-10,CHF,0.925187
2020-06-10,GBP,0.941741
2020-06-10,USD,1.160314
2020-06-11,CHF,0.924909
2020-06-11,GBP,0.936846
2020-06-11,USD,1.159351
2020-06-12,CHF,0.922179
2020-06-12,GBP,0.935372
2020-06-12,USD,1.153447
2020-06-15,CHF,0.921734
2020-06-15,GBP,0.939018
2020-06-15,USD,1.155086
2020-06-16,CHF,0.925129
2020-06-16,GBP,0.936711
2020-06-16,USD,1.154484
2020-06-17,CHF,0.927287
2020-06-17,GBP,0.936411
2020-06-17,USD,1.147879
2020-06-18,CHF,0.928973
2020-06-18,GBP,0.935076
2020-06-18,USD,1.140716
2020-06-19,CHF,0.930635
2020-06-19,GBP,0.931211
2020-06-19,USD,1.144909
2020-06-22,CHF,0.934807
2020-06-22,GBP,0.931590
2020-06-22,USD,1.140626
2020-06-23,CHF,0.932153
2020-06-23,GBP,0.925244
2020-06-23,USD,1.138813
2020-06-24,CHF,0.931274
2020-06-24,GBP,0.929400
2020-06-24,USD,1.144119
2020-06-25,CHF,0.933106
2020-06-25,GBP,0.930331
2020-06-25,USD,1.138961
2020-06-26,CHF,0.934407
2020-06-26,GBP,0.930427
2020-06-26,USD,1.129179
2020-06-29,CHF,0.932733
2020-06-29,GBP,0.930839
2020-06-29,USD,1.129380
2020-06-30,CHF,0.930962
2020-06-30,GBP,0.927254
2020-06-30,USD,1.128869
2020-07-01,CHF,0.929915
2020-07-01,GBP,0.926430
2020-07-01,USD,1.125219
2020-07-02,CHF,0.933545
2020-07-02,GBP,0.933960
2020-07-02,USD,1.116772
2020-07-03,CHF,0.936597
2020-07-03,GBP,0.936697
2020-07-03,USD,1.120436
2020-07-06,CHF,0.939305
2020-07-06,GBP,0.933922
2020-07-06,USD,1.116765
2020-07-07,CHF,0.940446
2020-07-07,GBP,0.943068
2020-07-07,USD,1.118420
2020-07-08,CHF,0.940797
2020-07-08,GBP,0.941569
2020-07-08,USD,1.117232
2020-07-09,CHF,0.940709
2020-07-09,GBP,0.938614
2020-07-09,USD,1.120491
2020-07-10,CHF,0.941111
2020-07-10,GBP,0.935105
2020-07-10,USD,1.116765
2020-07-13,CHF,0.943756
2020-07-13,GBP,0.935445
2020-07-13,USD,1.120752
2020-07-14,CHF,0.941125
2020-07-14,GBP,0.936610
2020-07-14,USD,1.131865
2020-07-15,CHF,0.943352
2020-07-15,GBP,0.936082
2020-07-15,USD,1.134916
2020-07-16,CHF,0.943199
2020-07-16,GBP,0.932943
2020-07-16,USD,1.138911
2020-07-17,CHF,0.944945
2020-07-17,GBP,0.930562
2020-07-17,USD,1.128993
2020-07-20,CHF,0.945528
2020-07-20,GBP,0.927873
2020-07-20,USD,1.134507
2020-07-21,CHF,0.943792
2020-07-21,GBP,0.926902
2020-07-21,USD,1.139587
2020-07-22,CHF,0.942657
2020-07-22,GBP,0.923567
2020-07-22,USD,1.146268
2020-07-23,CHF,0.945079
2020-07-23,GBP,0.915394
2020-07-23,USD,1.146260
2020-07-24,CHF,0.943665
2020-07-24,GBP,0.918534
2020-07-24,USD,1.142809
2020-07-27,CHF,0.946106
2020-07-27,GBP,0.921203
2020-07-27,USD,1.135674
2020-07-28,CHF,0.946670
2020-07-28,GBP,0.920014
2020-07-28,USD,1.143773
2020-07-29,CHF,0.948044
2020-07-29,GBP,0.920717
2020-07-29,USD,1.137266
2020-07-30,CHF,0.949663
2020-07-30,GBP,0.920887
2020-07-30,USD,1.147586
2020-07-31,CHF,0.946346
2020-07-31,GBP,0.916394
2020-07-31,USD,1.154494
2020-08-03,CHF,0.946715
2020-08-03,GBP,0.916753
2020-08-03,USD,1.151579
2020-08-04,CHF,0.942484
2020-08-04,GBP,0.920605
2020-08-04,USD,1.158649
2020-08-05,CHF,0.939903
2020-08-05,GBP,0.922952
2020-08-05,USD,1.154030
2020-08-06,CHF,0.942577
2020-08-06,GBP,0.924216
2020-08-06,USD,1.143289
2020-08-07,CHF,0.940545
2020-08-07,GBP,0.922357
2020-08-07,USD,1.140683
2020-08-10,CHF,0.944103
2020-08-10,GBP,0.918872
2020-08-10,USD,1.134147
2020-08-11,CHF,0.946769
2020-08-11,GBP,0.919311
2020-08-11,USD,1.140899
2020-08-12,CHF,0.946984
2020-08-12,GBP,0.926739
2020-08-12,USD,1.144702
2020-08-13,CHF,0.945829
2020-08-13,GBP,0.924342
2020-08-13,USD,1.149405
2020-08-14,CHF,0.946425
2020-08-14,GBP,0.929245
2020-08-14,USD,1.145018
2020-08-17,CHF,0.948645
2020-08-17,GBP,0.935649
2020-08-17,USD,1.143610
2020-08-18,CHF,0.950200
2020-08-18,GBP,0.935397
2020-08-18,USD,1.146266
2020-08-19,CHF,0.951568
2020-08-19,GBP,0.934523
2020-08-19,USD,1.141952
2020-08-20,CHF,0.952689
2020-08-20,GBP,0.929537
2020-08-20,USD,1.132782
2020-08-21,CHF,0.953181
2020-08-21,GBP,0.926905
2020-08-21,USD,1.135899
2020-08-24,CHF,0.954176
2020-08-24,GBP,0.923972
2020-08-24,USD,1.131271
2020-08-25,CHF,0.950292
2020-08-25,GBP,0.924405
2020-08-25,USD,1.125001
2020-08-26,CHF,0.949376
2020-08-26,GBP,0.922491
2020-08-26,USD,1.122238
2020-08-27,CHF,0.945409
2020-08-27,GBP,0.922019
2020-08-27,USD,1.133262
2020-08-28,CHF,0.944716
2020-08-28,GBP,0.924073
2020-08-28,USD,1.139281
2020-08-31,CHF,0.941545
2020-08-31,GBP,0.923038
2020-08-31,USD,1.144624
2020-09-01,CHF,0.938345
2020-09-01,GBP,0.919142
2020-09-01,USD,1.140406
2020-09-02,CHF,0.938106
2020-09-02,GBP,0.918467
2020-09-02,USD,1.136760
2020-09-03,CHF,0.937197
2020-09-03,GBP,0.915596
2020-09-03,USD,1.137210
2020-09-04,CHF,0.937161
2020-09-04,GBP,0.913239
2020-09-04,USD,1.141608
2020-09-07,CHF,0.937228
2020-09-07,GBP,0.915502
2020-09-07,USD,1.137345
2020-09-08,CHF,0.936207
2020-09-08,GBP,0.910345
2020-09-08,USD,1.133571
2020-09-09,CHF,0.940341
2020-09-09,GBP,0.902578
2020-09-09,USD,1.131064
2020-09-10,CHF,0.941545
2020-09-10,GBP,0.900064
2020-09-10,USD,1.133055
2020-09-11,CHF,0.942819
2020-09-11,GBP,0.901967
2020-09-11,USD,1.135306
2020-09-14,CHF,0.945504
2020-09-14,GBP,0.903003
2020-09-14,USD,1.138223
2020-09-15,CHF,0.945941
2020-09-15,GBP,0.900671
2020-09-15,USD,1.139416
2020-09-16,CHF,0.946922
2020-09-16,GBP,0.897501
2020-09-16,USD,1.143841
2020-09-17,CHF,0.948489
2020-09-17,GBP,0.894496
2020-09-17,USD,1.138735
2020-09-18,CHF,0.950071
2020-09-18,GBP,0.892478
2020-09-18,USD,1.136782
2020-09-21,CHF,0.949045
2020-09-21,GBP,0.890941
2020-09-21,USD,1.131278
2020-09-22,CHF,0.948847
2020-09-22,GBP,0.891103
2020-09-22,USD,1.127684
2020-09-23,CHF,0.946727
2020-09-23,GBP,0.895626
2020-09-23,USD,1.135882
2020-09-24,CHF,0.943264
2020-09-24,GBP,0.898784
2020-09-24,USD,1.138373
2020-09-25,CHF,0.943451
2020-09-25,GBP,0.899738
2020-09-25,USD,1.132481
2020-09-28,CHF,0.945400
2020-09-28,GBP,0.898092
2020-09-28,USD,1.133804
2020-09-29,CHF,0.946622
2020-09-29,GBP,0.897640
2020-09-29,USD,1.141421
2020-09-30,CHF,0.946903
2020-09-30,GBP,0.898803
2020-09-30,USD,1.155273
2020-10-01,CHF,0.948481
2020-10-01,GBP,0.902427
2020-10-01,USD,1.158627
2020-10-02,CHF,0.946762
2020-10-02,GBP,0.904920
2020-10-02,USD,1.167189
2020-10-05,CHF,0.947451
2020-10-05,GBP,0.907051
2020-10-05,USD,1.167789
2020-10-06,CHF,0.944737
2020-10-06,GBP,0.909716
2020-10-06,USD,1.167168
2020-10-07,CHF,0.946142
2020-10-07,GBP,0.912222
2020-10-07,USD,1.172762
2020-10-08,CHF,0.947233
2020-10-08,GBP,0.914408
2020-10-08,USD,1.174603
2020-10-09,CHF,0.947688
2020-10-09,GBP,0.915716
2020-10-09,USD,1.184957
2020-10-12,CHF,0.951303
2020-10-12,GBP,0.912044
2020-10-12,USD,1.194042
2020-10-13,CHF,0.949478
2020-10-13,GBP,0.915048
2020-10-13,USD,1.197887
2020-10-14,CHF,0.953539
2020-10-14,GBP,0.920788
2020-10-14,USD,1.198551
2020-10-15,CHF,0.954048
2020-10-15,GBP,0.918996
2020-10-15,USD,1.210457
2020-10-16,CHF,0.953791
2020-10-16,GBP,0.921100
2020-10-16,USD,1.207250
2020-10-19,CHF,0.954327
2020-10-19,GBP,0.918126
2020-10-19,USD,1.200883
2020-10-20,CHF,0.952609
2020-10-20,GBP,0.912984
2020-10-20,USD,1.191395
2020-10-21,CHF,0.950799
2020-10-21,GBP,0.912242
2020-10-21,USD,1.183601
2020-10-22,CHF,0.953839
2020-10-22,GBP,0.909167
2020-10-22,USD,1.182165
2020-10-23,CHF,0.951357
2020-10-23,GBP,0.906466
2020-10-23,USD,1.192761
2020-10-26,CHF,0.952523
2020-10-26,GBP,0.904039
2020-10-26,USD,1.188845
2020-10-27,CHF,0.948585
2020-10-27,GBP,0.906371
2020-10-27,USD,1.193729
2020-10-28,CHF,0.946898
2020-10-28,GBP,0.909841
2020-10-28,USD,1.185920
2020-10-29,CHF,0.948837
2020-10-29,GBP,0.910965
2020-10-29,USD,1.185338
2020-10-30,CHF,0.948159
2020-10-30,GBP,0.908430
2020-10-30,USD,1.189867
2020-11-02,CHF,0.945335
2020-11-02,GBP,0.907847
2020-11-02,USD,1.185703
2020-11-03,CHF,0.945363
2020-11-03,GBP,0.910923
2020-11-03,USD,1.189200
2020-11-04,CHF,0.945009
2020-11-04,GBP,0.910495
2020-11-04,USD,1.195175
2020-11-05,CHF,0.947501
2020-11-05,GBP,0.907728
2020-11-05,USD,1.191962
2020-11-06,CHF,0.949931
2020-11-06,GBP,0.908807
2020-11-06,USD,1.192629
2020-11-09,CHF,0.951521
2020-11-09,GBP,0.907552
2020-11-09,USD,1.201006
2020-11-10,CHF,0.954903
2020-11-10,GBP,0.903140
2020-11-10,USD,1.205503
2020-11-11,CHF,0.954029
2020-11-11,GBP,0.901610
2020-11-11,USD,1.210464
2020-11-12,CHF,0.953736
2020-11-12,GBP,0.902397
2020-11-12,USD,1.209171
2020-11-13,CHF,0.953629
2020-11-13,GBP,0.900833
2020-11-13,USD,1.204590
2020-11-16,CHF,0.951510
2020-11-16,GBP,0.900786
2020-11-16,USD,1.207754
2020-11-17,CHF,0.955382
2020-11-17,GBP,0.901692
2020-11-17,USD,1.205913
2020-11-18,CHF,0.952039
2020-11-18,GBP,0.907563
2020-11-18,USD,1.197884
2020-11-19,CHF,0.951041
2020-11-19,GBP,0.909024
2020-11-19,USD,1.200829
2020-11-20,CHF,0.951105
2020-11-20,GBP,0.907894
2020-11-20,USD,1.195578
2020-11-23,CHF,0.951725
2020-11-23,GBP,0.903294
2020-11-23,USD,1.190098
2020-11-24,CHF,0.951126
2020-11-24,GBP,0.898798
2020-11-24,USD,1.188767
2020-11-25,CHF,0.950292
2020-11-25,GBP,0.896660
2020-11-25,USD,1.192712
2020-11-26,CHF,0.950136
2020-11-26,GBP,0.894213
2020-11-26,USD,1.190988
2020-11-27,CHF,0.952854
2020-11-27,GBP,0.892116
2020-11-27,USD,1.196359
2020-11-30,CHF,0.952185
2020-11-30,GBP,0.891161
2020-11-30,USD,1.199465
2020-12-01,CHF,0.954762
2020-12-01,GBP,0.890326
2020-12-01,USD,1.190955
2020-12-02,CHF,0.954179
2020-12-02,GBP,0.890578
2020-12-02,USD,1.183861
2020-12-03,CHF,0.954213
2020-12-03,GBP,0.888504
2020-12-03,USD,1.186027
2020-12-04,CHF,0.952002
2020-12-04,GBP,0.888848
2020-12-04,USD,1.189155
2020-12-07,CHF,0.952265
2020-12-07,GBP,0.885422
2020-12-07,USD,1.192935
2020-12-08,CHF,0.954539
2020-12-08,GBP,0.882607
2020-12-08,USD,1.195635
2020-12-09,CHF,0.954884
2020-12-09,GBP,0.881661
2020-12-09,USD,1.202017
2020-12-10,CHF,0.954115
2020-12-10,GBP,0.881923
2020-12-10,USD,1.199914
2020-12-11,CHF,0.952938
2020-12-11,GBP,0.885985
2020-12-11,USD,1.199320
2020-12-14,CHF,0.953017
2020-12-14,GBP,0.883958
2020-12-14,USD,1.192738
2020-12-15,CHF,0.954608
2020-12-15,GBP,0.883075
2020-12-15,USD,1.194698
2020-12-16,CHF,0.954840
2020-12-16,GBP,0.889249
2020-12-16,USD,1.208077
2020-12-17,CHF,0.955871
2020-12-17,GBP,0.887793
2020-12-17,USD,1.203674
2020-12-18,CHF,0.953188
2020-12-18,GBP,0.893823
2020-12-18,USD,1.208926
2020-12-21,CHF,0.955003
2020-12-21,GBP,0.892664
2020-12-21,USD,1.213222
2020-12-22,CHF,0.954429
2020-12-22,GBP,0.892868
2020-12-22,USD,1.217247
2020-12-23,CHF,0.955539
2020-12-23,GBP,0.889452
2020-12-23,USD,1.209023
2020-12-24,CHF,0.955835
2020-12-24,GBP,0.882260
2020-12-24,USD,1.215346
2020-12-25,CHF,0.956573
2020-12-25,GBP,0.877168
2020-12-25,USD,1.209015
2020-12-28,CHF,0.957782
2020-12-28,GBP,0.871535
2020-12-28,USD,1.205988
2020-12-29,CHF,0.956680
2020-12-29,GBP,0.872555
2020-12-29,USD,1.201237
2020-12-30,CHF,0.958597
2020-12-30,GBP,0.881451
2020-12-30,USD,1.200157
2020-12-31,CHF,0.957824
2020-12-31,GBP,0.878982
2020-12-31,USD,1.190507
2021-01-01,CHF,0.956208
2021-01-01,GBP,0.877405
2021-01-01,USD,1.195236
2021-01-04,CHF,0.957648
2021-01-04,GBP,0.880551
2021-01-04,USD,1.192931
2021-01-05,CHF,0.961889
2021-01-05,GBP,0.877903
2021-01-05,USD,1.200750
2021-01-06,CHF,0.962805
2021-01-06,GBP,0.880047
2021-01-06,USD,1.193348
2021-01-07,CHF,0.961783
2021-01-07,GBP,0.875054
2021-01-07,USD,1.189728
2021-01-08,CHF,0.965338
2021-01-08,GBP,0.875742
2021-01-08,USD,1.185761
2021-01-11,CHF,0.968591
2021-01-11,GBP,0.878639
2021-01-11,USD,1.183303
2021-01-12,CHF,0.965436
2021-01-12,GBP,0.876417
2021-01-12,USD,1.170795
2021-01-13,CHF,0.963814
2021-01-13,GBP,0.876455
2021-01-13,USD,1.180249
2021-01-14,CHF,0.965737
2021-01-14,GBP,0.876438
2021-01-14,USD,1.181730
2021-01-15,CHF,0.968777
2021-01-15,GBP,0.878247
2021-01-15,USD,1.187591
2021-01-18,CHF,0.971887
2021-01-18,GBP,0.881475
2021-01-18,USD,1.173425
2021-01-19,CHF,0.969604
2021-01-19,GBP,0.875954
2021-01-19,USD,1.177493
2021-01-20,CHF,0.968533
2021-01-20,GBP,0.875763
2021-01-20,USD,1.178316
2021-01-21,CHF,0.966990
2021-01-21,GBP,0.875281
2021-01-21,USD,1.186482
2021-01-22,CHF,0.967786
2021-01-22,GBP,0.870848
2021-01-22,USD,1.181691
2021-01-25,CHF,0.967009
2021-01-25,GBP,0.868166
2021-01-25,USD,1.165895
2021-01-26,CHF,0.967021
2021-01-26,GBP,0.868045
2021-01-26,USD,1.163717
2021-01-27,CHF,0.964900
2021-01-27,GBP,0.870202
2021-01-27,USD,1.165601
2021-01-28,CHF,0.962122
2021-01-28,GBP,0.868658
2021-01-28,USD,1.162369
2021-01-29,CHF,0.959203
2021-01-29,GBP,0.868760
2021-01-29,USD,1.158377
2021-02-01,CHF,0.957426
2021-02-01,GBP,0.868819
2021-02-01,USD,1.159367
2021-02-02,CHF,0.954597
2021-02-02,GBP,0.866333
2021-02-02,USD,1.153909
2021-02-03,CHF,0.956439
2021-02-03,GBP,0.867902
2021-02-03,USD,1.150908
2021-02-04,CHF,0.960954
2021-02-04,GBP,0.868186
2021-02-04,USD,1.145295
2021-02-05,CHF,0.960124
2021-02-05,GBP,0.870842
2021-02-05,USD,1.146685
2021-02-08,CHF,0.960427
2021-02-08,GBP,0.870814
2021-02-08,USD,1.148243
2021-02-09,CHF,0.965102
2021-02-09,GBP,0.870620
2021-02-09,USD,1.143133
2021-02-10,CHF,0.965522
2021-02-10,GBP,0.867746
2021-02-10,USD,1.143120
2021-02-11,CHF,0.962735
2021-02-11,GBP,0.867225
2021-02-11,USD,1.145945
2021-02-12,CHF,0.964831
2021-02-12,GBP,0.871355
2021-02-12,USD,1.144732
2021-02-15,CHF,0.965909
2021-02-15,GBP,0.872855
2021-02-15,USD,1.135698
2021-02-16,CHF,0.970756
2021-02-16,GBP,0.876033
2021-02-16,USD,1.134061
2021-02-17,CHF,0.973212
2021-02-17,GBP,0.871435
2021-02-17,USD,1.128598
2021-02-18,CHF,0.975521
2021-02-18,GBP,0.870639
2021-02-18,USD,1.127626
2021-02-19,CHF,0.973166
2021-02-19,GBP,0.870936
2021-02-19,USD,1.123863
2021-02-22,CHF,0.973375
2021-02-22,GBP,0.871781
2021-02-22,USD,1.129644
2021-02-23,CHF,0.971080
2021-02-23,GBP,0.870369
2021-02-23,USD,1.130818
2021-02-24,CHF,0.976238
2021-02-24,GBP,0.863031
2021-02-24,USD,1.124544
2021-02-25,CHF,0.977449
2021-02-25,GBP,0.861815
2021-02-25,USD,1.129655
2021-02-26,CHF,0.973962
2021-02-26,GBP,0.858405
2021-02-26,USD,1.121039
2021-03-01,CHF,0.973702
2021-03-01,GBP,0.856633
2021-03-01,USD,1.125903
2021-03-02,CHF,0.975510
2021-03-02,GBP,0.859845
2021-03-02,USD,1.133909
2021-03-03,CHF,0.978676
2021-03-03,GBP,0.861372
2021-03-03,USD,1.144094
2021-03-04,CHF,0.979881
2021-03-04,GBP,0.869000
2021-03-04,USD,1.146989
2021-03-05,CHF,0.981039
2021-03-05,GBP,0.869388
2021-03-05,USD,1.147241
2021-03-08,CHF,0.976427
2021-03-08,GBP,0.862948
2021-03-08,USD,1.139774
2021-03-09,CHF,0.978910
2021-03-09,GBP,0.865280
2021-03-09,USD,1.150037
2021-03-10,CHF,0.975875
2021-03-10,GBP,0.863180
2021-03-10,USD,1.153016
2021-03-11,CHF,0.973429
2021-03-11,GBP,0.860171
2021-03-11,USD,1.150911
2021-03-12,CHF,0.974055
2021-03-12,GBP,0.862920
2021-03-12,USD,1.151468
2021-03-15,CHF,0.974993
2021-03-15,GBP,0.864455
2021-03-15,USD,1.155984
2021-03-16,CHF,0.972076
2021-03-16,GBP,0.862683
2021-03-16,USD,1.155840
2021-03-17,CHF,0.974180
2021-03-17,GBP,0.860866
2021-03-17,USD,1.159105
2021-03-18,CHF,0.976533
2021-03-18,GBP,0.864116
2021-03-18,USD,1.156678
2021-03-19,CHF,0.974818
2021-03-19,GBP,0.860381
2021-03-19,USD,1.158080
2021-03-22,CHF,0.974547
2021-03-22,GBP,0.863073
2021-03-22,USD,1.158735
2021-03-23,CHF,0.976620
2021-03-23,GBP,0.867546
2021-03-23,USD,1.157967
2021-03-24,CHF,0.974662
2021-03-24,GBP,0.864539
2021-03-24,USD,1.156544
2021-03-25,CHF,0.977074
2021-03-25,GBP,0.865313
2021-03-25,USD,1.163798
2021-03-26,CHF,0.973211
2021-03-26,GBP,0.869580
2021-03-26,USD,1.158026
2021-03-29,CHF,0.970103
2021-03-29,GBP,0.872494
2021-03-29,USD,1.160123
2021-03-30,CHF,0.971584
2021-03-30,GBP,0.875037
2021-03-30,USD,1.154632
2021-03-31,CHF,0.972517
2021-03-31,GBP,0.878516
2021-03-31,USD,1.158431
2021-04-01,CHF,0.972530
2021-04-01,GBP,0.878450
2021-04-01,USD,1.160411
2021-04-02,CHF,0.970147
2021-04-02,GBP,0.871862
2021-04-02,USD,1.153030
2021-04-05,CHF,0.969519
2021-04-05,GBP,0.868548
2021-04-05,USD,1.150774
2021-04-06,CHF,0.970950
2021-04-06,GBP,0.870737
2021-04-06,USD,1.149956
2021-04-07,CHF,0.970786
2021-04-07,GBP,0.866940
2021-04-07,USD,1.148227
2021-04-08,CHF,0.971470
2021-04-08,GBP,0.864588
2021-04-08,USD,1.146286
2021-04-09,CHF,0.973674
2021-04-09,GBP,0.863381
2021-04-09,USD,1.145367
2021-04-12,CHF,0.970269
2021-04-12,GBP,0.861147
2021-04-12,USD,1.145762
2021-04-13,CHF,0.969351
